name,x,y,county,ordinal_cat,COVID-19 danger
Express Gas,-116.76982620000001,34.9197604,San Bernardino,1,Low Risk
Valero,-121.87781609999999,37.6915229,Alameda,3,Medium Risk
76,-121.87466540000001,37.67709,Alameda,3,Medium Risk
Chevron,-121.87429579999998,37.6761797,Alameda,3,Medium Risk
7-Eleven,-121.77304309999998,37.698088500000004,Alameda,3,Medium Risk
Chevron,-121.7741929,37.6978032,Alameda,3,Medium Risk
Exxon,-121.7417365,37.7007416,Alameda,3,Medium Risk
Chevron,-121.7410253,37.7000648,Alameda,3,Medium Risk
Valero,-121.7403265,37.7008576,Alameda,3,Medium Risk
Chevron,-121.4810426,38.4256841,Sacramento,3,Medium Risk
Shell,-121.48132,38.42716179999999,Sacramento,3,Medium Risk
76,-121.481334,38.428104,Sacramento,3,Medium Risk
Shell,-121.3850584,38.409445899999994,Sacramento,3,Medium Risk
Chevron,-121.38428700000001,38.408651,Sacramento,3,Medium Risk
76,-121.699799,37.7152125,Alameda,3,Medium Risk
Valero,-121.7227841,37.70567670000001,Alameda,3,Medium Risk
Shell,-117.8354223,33.77346420000001,Orange,3,Medium Risk
Arco,-117.68019469999999,33.614330200000005,Orange,3,Medium Risk
Unknown Name,-117.18825749999999,33.1485292,San Diego,3,Medium Risk
Safeway Gas,-119.9683886,38.9453045,El Dorado,1,Low Risk
Unknown Name,-117.82888729999999,33.7595242,Orange,3,Medium Risk
Arco,-117.835567,33.784355,Orange,3,Medium Risk
Pilot,-117.54188729999998,34.991868,San Bernardino,1,Low Risk
Chevron,-117.366699,33.6850729,Riverside,3,Medium Risk
Unknown Name,-117.83528419999999,33.8020102,Orange,3,Medium Risk
76,-122.1394933,37.688297999999996,Alameda,3,Medium Risk
Hometown Gas,-121.4021936,36.8538221,Monterey,3,Medium Risk
Mobil,-120.6459763,40.4149914,Plumas,1,Low Risk
Soda Creek,-122.97838490000002,39.4204016,Lake,1,Low Risk
Fastrack,-122.1003472,40.0309796,Butte,3,Medium Risk
76,-120.2535338,40.1280687,Plumas,1,Low Risk
Chevron,-120.5010347,40.2895042,Plumas,1,Low Risk
Chevron,-122.3784635,41.3970442,Shasta,2,Mild Risk
Fuel 24:7,-122.5499054,37.951237299999995,Marin,1,Low Risk
Unknown Name,-123.72875690000001,39.8783924,Mendocino,2,Mild Risk
Sam's Club,-117.28866509999999,33.937295899999995,Riverside,2,Mild Risk
Arco,-117.27935359999998,33.937999,Riverside,2,Mild Risk
Eagle Feather Trading Post,-118.8815281,36.0913467,Tulare,2,Mild Risk
Shell,-119.34905570000001,35.60172539999999,Kern,3,Medium Risk
QuikStop,-121.27135590000002,38.6646206,Sacramento,3,Medium Risk
76,-118.4239987,34.0579416,Los Angeles,3,Medium Risk
Mobil,-118.43212150000001,34.04393029999999,Los Angeles,3,Medium Risk
Mobil,-118.3388011,34.083602500000005,Los Angeles,3,Medium Risk
76,-118.338451,34.083602500000005,Los Angeles,3,Medium Risk
Limited oil,-118.4177523,33.9945313,Los Angeles,3,Medium Risk
Unknown Name,-117.2267416,33.8007086,Riverside,2,Mild Risk
Arco,-119.7890645,36.7431086,Fresno,1,Low Risk
Unknown Name,-118.5253754,34.0473973,Los Angeles,3,Medium Risk
Mobil,-117.98966090000002,33.7299122,Orange,3,Medium Risk
SP Super Petrol,-118.41951270000001,34.0113809,Los Angeles,3,Medium Risk
G&M,-117.9888247,33.716159399999995,Orange,3,Medium Risk
Chevron,-117.9891044,33.693544200000005,Orange,3,Medium Risk
Unknown Name,-117.9884138,33.686925099999996,Orange,3,Medium Risk
Shell,-118.363998,34.0584358,Los Angeles,3,Medium Risk
Shell,-122.1862392,37.8805888,Contra Costa,2,Mild Risk
Unknown Name,-119.93910919999999,37.8159494,Calaveras,0,
Shell,-117.3079723,33.2317996,San Diego,3,Medium Risk
Gas & Shop,-122.56251909999999,37.977300899999996,Marin,1,Low Risk
Unknown Name,-118.1597071,33.888904700000005,Los Angeles,3,Medium Risk
7-Eleven,-117.2471665,32.949154300000004,San Diego,3,Medium Risk
Unknown Name,-117.3911539,33.275025199999995,San Diego,3,Medium Risk
Unknown Name,-117.3087879,33.3144273,San Diego,3,Medium Risk
Chevron,-122.7523283,38.5017128,Sonoma,2,Mild Risk
MAG Aviation Fuel,-119.8463092,34.42924620000001,Santa Barbara,2,Mild Risk
Beacon,-121.80039309999998,36.6864559,Monterey,3,Medium Risk
7-Eleven,-121.79164540000001,36.6835581,Monterey,3,Medium Risk
7-Eleven,-121.8015462,36.6945104,Monterey,3,Medium Risk
Unknown Name,-119.87947779999999,36.83657410000001,Fresno,1,Low Risk
Fort Independence Travel Plaza,-118.2293613,36.836281299999996,Tulare,1,Low Risk
Shell,-121.29301799999999,38.8882784,Yuba,3,Medium Risk
Unknown Name,-121.292984,38.8894277,Yuba,3,Medium Risk
World Gas Station,-122.03712659999998,37.9580024,Contra Costa,2,Mild Risk
Valero,-122.0412071,37.9890019,Contra Costa,2,Mild Risk
Bonfare Market,-122.04105279999999,37.9894467,Contra Costa,2,Mild Risk
Shell,-122.1176017,38.012975299999994,Contra Costa,2,Mild Risk
Chevron,-122.0604117,37.9531671,Contra Costa,2,Mild Risk
Chevron,-122.05905520000002,37.9339304,Contra Costa,2,Mild Risk
Unknown Name,-121.3544166,38.653565,Sacramento,3,Medium Risk
Shell,-121.5079625,38.4807477,Sacramento,3,Medium Risk
76,-122.48214920000001,37.75419760000001,San Francisco,2,Mild Risk
E-Z Trip Truck Stop,-119.9151259,36.83232720000001,Fresno,1,Low Risk
Chevron,-119.9159135,36.8344206,Fresno,1,Low Risk
Shell,-119.42796329999999,36.3497791,Tulare,2,Mild Risk
Shell,-118.9404294,34.989428600000004,Kern,3,Medium Risk
7-Eleven,-121.9610361,38.0361672,Contra Costa,2,Mild Risk
Valero,-121.9423703,38.0264867,Contra Costa,2,Mild Risk
Chevron,-121.92796159999999,38.0265093,Contra Costa,2,Mild Risk
Chevron,-121.94224320000001,38.0205895,Contra Costa,2,Mild Risk
Shell,-121.9413977,38.019931799999995,Contra Costa,2,Mild Risk
Arco,-121.9666173,38.0197664,Contra Costa,2,Mild Risk
Arco,-122.27841640000001,37.813995500000004,Alameda,3,Medium Risk
76,-122.47124840000002,37.6927092,San Francisco,2,Mild Risk
Leggett Patriot Gas Station,-123.71501880000001,39.864810799999994,Mendocino,2,Mild Risk
AM PM,-121.9666297,38.0200826,Contra Costa,2,Mild Risk
USA Gasoline,-117.953842,33.6938112,Orange,3,Medium Risk
Shell,-117.67196299999999,33.600216100000004,Orange,3,Medium Risk
Chevron,-122.4358288,37.7888814,San Francisco,2,Mild Risk
Exxon,-122.4588436,37.7858681,San Francisco,2,Mild Risk
Chevron,-117.9889491,34.0181856,Los Angeles,3,Medium Risk
Chevron,-117.84490159999999,33.99995379999999,Los Angeles,3,Medium Risk
Shell,-122.56450249999999,38.0878494,Marin,1,Low Risk
76,-117.88983870000001,34.07016160000001,Los Angeles,3,Medium Risk
Chevron,-117.8897604,34.074994200000006,Los Angeles,3,Medium Risk
76,-117.87272659999998,34.073691100000005,Los Angeles,3,Medium Risk
Chevron,-117.8484082,34.043189,Los Angeles,3,Medium Risk
Arco,-121.69960220000002,38.162333200000006,Contra Costa,2,Mild Risk
Shell,-121.69226699999999,38.160414,Contra Costa,2,Mild Risk
Unknown Name,-119.48842140000002,35.8879288,Tulare,2,Mild Risk
Arco,-121.9556517,38.530752299999996,Yolo,3,Medium Risk
Shell,-122.0045695,38.3590239,Solano,3,Medium Risk
Mobil,-121.9958585,38.3492696,Solano,3,Medium Risk
B,-122.4843047,37.8587134,Marin,1,Low Risk
Shell,-122.30254129999999,38.3221372,Napa,0,
Speedway,-122.3007437,38.322964299999995,Napa,0,
Chevron,-122.28572,38.3251419,Napa,0,
Chevron,-122.28480390000001,38.309946000000004,Napa,0,
Northgate Gas / Marin Smog,-122.52846399999999,37.9963889,Marin,1,Low Risk
Conserv Fuel,-122.29825530000001,38.315883899999996,Napa,0,
76,-118.314306,34.0528808,Los Angeles,3,Medium Risk
Unknown Name,-117.2813507,33.0194005,San Diego,3,Medium Risk
Arco,-119.73236440000001,36.73627370000001,Fresno,1,Low Risk
Unknown Name,-119.736098,36.7290768,Fresno,1,Low Risk
Arco,-119.78212959999999,36.707288899999995,Fresno,1,Low Risk
Chevron,-116.2334703,33.7142639,Riverside,2,Mild Risk
am pm,-116.22834740000002,33.7152044,Riverside,2,Mild Risk
California Auto Service & Gas,-122.4622826,37.785181,San Francisco,2,Mild Risk
Unknown Name,-119.75436940000002,36.728807,Fresno,1,Low Risk
Unknown Name,-118.3195216,34.182938899999996,Los Angeles,3,Medium Risk
Patriot Fuel,-123.412025,40.3531471,Mendocino,2,Mild Risk
Unknown Name,-118.54180120000001,34.415400299999995,Los Angeles,3,Medium Risk
Unknown Name,-118.54076809999998,34.4223174,Los Angeles,3,Medium Risk
Unknown Name,-118.5605627,34.413705799999995,Los Angeles,3,Medium Risk
Chevron,-119.17775479999999,34.226118799999995,Ventura,3,Medium Risk
76,-118.27475679999999,34.0491807,Los Angeles,3,Medium Risk
Chevron,-119.53068470000001,34.404884700000004,Ventura,3,Medium Risk
Unknown Name,-121.57141159999999,39.498404799999996,Butte,3,Medium Risk
Unknown Name,-121.56888390000002,39.498229200000004,Butte,3,Medium Risk
Rotten Robbie,-121.9781659,37.30764779999999,Santa Clara,3,Medium Risk
Chevron,-117.07514029999999,33.01796880000001,San Diego,3,Medium Risk
Arco,-118.4763645,34.0072555,Los Angeles,3,Medium Risk
76 and Jack in the Box,-117.30137679999999,33.947009,San Bernardino,3,Medium Risk
Unknown Name,-118.9137966,36.787405299999996,Tulare,2,Mild Risk
Chevron,-118.197988,33.7818951,Long Beach,3,Medium Risk
Shell,-118.19807,33.7819255,Long Beach,3,Medium Risk
76,-118.16725,33.8077886,Long Beach,3,Medium Risk
Shell,-122.2281952,37.4553765,San Mateo,1,Low Risk
Valor Gas Station,-117.65186100000001,34.1509177,Los Angeles,2,Mild Risk
Costco Gasoline,-117.9957213,33.7326502,Orange,3,Medium Risk
Unknown Name,-117.99347320000001,33.803183399999995,Orange,3,Medium Risk
Exxon,-121.9938513,37.3097352,Santa Clara,3,Medium Risk
Shell,-121.95051219999999,37.308539,Santa Clara,3,Medium Risk
Unknown Name,-119.4809925,38.5172653,Calaveras,0,
Quick Serve,-122.0674088,38.25372479999999,Solano,3,Medium Risk
Unknown Name,-117.61132849999998,34.0638391,San Bernardino,3,Medium Risk
Circle K,-117.61165159999999,34.063111799999994,San Bernardino,3,Medium Risk
Valero,-117.65057320000001,34.0566623,San Bernardino,3,Medium Risk
Unknown Name,-117.65129109999998,34.0422351,San Bernardino,3,Medium Risk
Chevron,-117.6513947,34.0335433,San Bernardino,3,Medium Risk
Shell,-117.65142560000001,34.0342033,San Bernardino,3,Medium Risk
Chevron,-117.8096134,35.64783770000001,Kern,0,
All Star,-122.045961,37.9708475,Contra Costa,2,Mild Risk
Pilot,-122.2084737,39.751213,Butte,3,Medium Risk
ARCO - AM/PM,-117.8654769,33.887693,Orange,3,Medium Risk
76,-121.8419233,37.2762075,Santa Clara,3,Medium Risk
Unknown Name,-120.8438815,37.76818239999999,Stanislaus,2,Mild Risk
Mobil,-120.85324609999999,37.7636815,Stanislaus,2,Mild Risk
Unknown Name,-120.9219919,37.688776000000004,Stanislaus,2,Mild Risk
Chevron,-121.65875190000001,40.884997,Shasta,2,Mild Risk
Shell,-122.3200852,37.5674619,San Mateo,1,Low Risk
Arco,-117.29059679999999,34.4851887,San Bernardino,1,Low Risk
Unknown Name,-117.9717568,33.7300854,Orange,3,Medium Risk
Unknown Name,-121.94103989999999,37.2665734,Santa Clara,3,Medium Risk
Shell,-122.02652690000001,37.5428261,Alameda,3,Medium Risk
Chevron,-122.02628359999999,37.5417505,Alameda,3,Medium Risk
Berry Brothers Gasoline,-117.9586682,33.8175577,Orange,3,Medium Risk
76,-119.70072160000001,36.7502429,Fresno,1,Low Risk
Unknown Name,-122.48056340000001,37.5057773,San Mateo,1,Low Risk
Santa Barbara Gas,-119.70527859999999,34.4181401,Santa Barbara,2,Mild Risk
Valero,-119.8263108,36.75050820000001,Fresno,1,Low Risk
Sinclair,-119.8310226,36.7570927,Fresno,1,Low Risk
Arco,-119.83084209999998,36.756907,Fresno,1,Low Risk
Kwik Serve,-119.69906780000001,37.2621026,Fresno,1,Low Risk
CSSS Gasoline,-119.69173059999999,37.2637901,Fresno,1,Low Risk
Shell,-118.68477479999999,34.0346115,Los Angeles,3,Medium Risk
Mobil,-118.37283740000001,34.090505900000004,Los Angeles,3,Medium Risk
76,-118.36391270000001,34.0982465,Los Angeles,3,Medium Risk
Mobil,-118.3611504,34.098286200000004,Los Angeles,3,Medium Risk
Arco,-118.57877759999998,34.04050529999999,Los Angeles,3,Medium Risk
Fuel 24/7,-122.5350318,37.8953225,Marin,1,Low Risk
Chevron,-122.52299140000001,37.9038605,Marin,1,Low Risk
Shell,-121.810507,36.523432299999996,Monterey,3,Medium Risk
76,-120.80684070000001,38.7273932,El Dorado,2,Mild Risk
Chevron,-120.8312047,38.68893610000001,El Dorado,2,Mild Risk
Chevron,-118.28983329999998,37.1663452,Fresno,1,Low Risk
Chevron,-117.37574199999999,34.427064,San Bernardino,1,Low Risk
Shell,-117.37708549999999,34.427069,San Bernardino,1,Low Risk
Patriot Gas,-123.6074317,40.4921235,Mendocino,2,Mild Risk
Shell,-121.936419,37.701513,Alameda,3,Medium Risk
Chevron,-121.9355496,37.702785999999996,Alameda,3,Medium Risk
Valero,-121.9621265,37.3842778,Santa Clara,3,Medium Risk
76,-122.43780600000001,37.773776,San Francisco,2,Mild Risk
Kwik Serv,-120.2614227,37.822338099999996,Calaveras,1,Low Risk
Kwik Serv,-120.9838365,37.7940905,Stanislaus,2,Mild Risk
The Claim Jumper,-120.2573983,37.8240583,Calaveras,1,Low Risk
Gas Station,-120.2613168,37.822516,Calaveras,1,Low Risk
Chevron Milpitas,-121.8747101,37.4164009,Santa Clara,3,Medium Risk
Unknown Name,-121.2658547,38.797627399999996,Sacramento,3,Medium Risk
Chevron,-118.0789357,33.7593119,Orange,3,Medium Risk
Mobil,-118.062983,33.7119709,Orange,3,Medium Risk
Unknown Name,-122.2587547,40.446546399999995,Shasta,2,Mild Risk
True Zero,-121.91893459999999,37.3731081,Santa Clara,3,Medium Risk
Unknown Name,-119.60057909999999,34.421558600000004,Santa Barbara,2,Mild Risk
Chevron,-122.1815797,37.7966187,Alameda,3,Medium Risk
Unknown Name,-122.3545082,41.4752984,Shasta,2,Mild Risk
Shell,-118.36161499999999,34.0759256,Los Angeles,3,Medium Risk
Unknown Name,-119.6544318,37.331602200000006,Fresno,1,Low Risk
Arco,-118.36680159999999,34.1526125,Los Angeles,3,Medium Risk
76,-118.3698352,34.1519893,Los Angeles,3,Medium Risk
Chevron,-118.3403622,34.153084899999996,Los Angeles,3,Medium Risk
Sunset Oil,-118.3858571,34.090434,Los Angeles,3,Medium Risk
Unknown Name,-123.16634520000001,39.1333215,Lake,1,Low Risk
Mobil,-118.37055249999999,34.1501964,Los Angeles,3,Medium Risk
76,-118.3496278,34.1751953,Los Angeles,3,Medium Risk
76,-122.67032890000002,38.2697979,Sonoma,2,Mild Risk
Unknown Name,-121.93530790000001,37.70552429999999,Alameda,3,Medium Risk
Mobil,-118.13222169999999,34.1524469,Los Angeles,3,Medium Risk
Chevron Sayd Gas & Deli-Shop,-118.19904740000001,36.80192,Tulare,1,Low Risk
Ga,-123.44194479999999,39.0659695,Lake,1,Low Risk
Unknown Name,-117.23207120000001,32.7214125,San Diego,3,Medium Risk
Conserv Fuel,-120.4214528,34.92306729999999,Santa Barbara,2,Mild Risk
Unknown Name,-122.19205520000001,39.2788076,Lake,1,Low Risk
Arco,-119.0428537,35.3841608,Kern,3,Medium Risk
Valero,-122.22090320000001,40.1527904,Shasta,2,Mild Risk
Valero,-122.2910605,40.452620399999994,Shasta,2,Mild Risk
Unknown Name,-121.2317517,40.3061576,Plumas,1,Low Risk
Shell,-121.23279240000001,40.3058865,Plumas,1,Low Risk
Unknown Name,-120.6911835,35.62164050000001,San Luis Obispo,2,Mild Risk
Arco,-122.5168361,37.8961658,Marin,1,Low Risk
76,-121.4156695,38.6111928,Sacramento,3,Medium Risk
Beacon,-121.41736809999999,38.6110656,Sacramento,3,Medium Risk
World Gas,-122.33209369999999,37.9494751,Contra Costa,2,Mild Risk
76,-121.40190770000001,38.6182907,Sacramento,3,Medium Risk
Chevron Milpitas,-121.9208686,37.452032,Santa Clara,3,Medium Risk
Texaco,-121.47521680000001,38.611484399999995,Sacramento,3,Medium Risk
Chevron,-121.47581890000001,38.6109909,Sacramento,3,Medium Risk
Union 76,-122.8487169,38.425809,Sonoma,2,Mild Risk
Unknown Name,-117.9277956,34.919864000000004,Kern,0,
Mobil,-121.51655259999998,38.6140016,Sacramento,3,Medium Risk
Shell,-118.1977287,36.8001682,Tulare,1,Low Risk
Mobil,-120.69179799999999,35.628468100000006,San Luis Obispo,2,Mild Risk
Chevron,-121.99161090000001,37.5187735,Alameda,3,Medium Risk
Klem's,-120.66798899999999,35.4878211,San Luis Obispo,2,Mild Risk
Gas & Shop,-121.69676740000001,38.550303799999995,Yolo,2,Mild Risk
Unknown Name,-122.06702379999999,37.405095,Santa Clara,3,Medium Risk
Skywood Gas,-122.2638496,37.3866021,San Mateo,1,Low Risk
Unknown Name,-121.95435159999998,37.272054499999996,Santa Clara,3,Medium Risk
Unknown Name,-121.99910220000001,37.2842224,Santa Clara,3,Medium Risk
Unknown Name,-119.75090549999999,34.4377325,Santa Barbara,2,Mild Risk
Iwatani,-121.96917679999999,37.7726685,Contra Costa,2,Mild Risk
True Zero,-120.2384949,36.2528044,Fresno,3,Medium Risk
Iwatani,-121.522066,38.5693786,Yolo,2,Mild Risk
Shell,-121.4477131,38.611321600000004,Sacramento,3,Medium Risk
76,-118.4447088,34.0203128,Los Angeles,3,Medium Risk
76,-118.43845859999999,34.0105426,Los Angeles,3,Medium Risk
Shell,-122.4781847,37.6596808,San Mateo,1,Low Risk
Arco,-118.39296909999999,33.86368710000001,Los Angeles,3,Medium Risk
Valero,-122.46883390000002,37.6503604,San Mateo,1,Low Risk
Shell,-117.0083045,33.7868089,Riverside,2,Mild Risk
Chevron,-122.38330020000001,37.6013059,San Mateo,1,Low Risk
Arco,-118.3717314,33.901450200000006,Los Angeles,3,Medium Risk
General Store,-117.4676385,36.339164600000004,Inyo,0,
QuikStop,-121.75585430000001,38.6770826,Yolo,2,Mild Risk
Chevron,-121.99633899999999,37.38024220000001,Santa Clara,3,Medium Risk
Circle K Gas,-120.8342332,37.0742998,Merced,3,Medium Risk
Arco,-118.3522443,33.880399700000005,Los Angeles,3,Medium Risk
76,-118.352143,33.8768284,Los Angeles,3,Medium Risk
Shell,-119.05409640000002,37.8126415,Mono,1,Low Risk
davis natural gas fueling station,-121.73233770000002,38.54522670000001,Yolo,2,Mild Risk
City of Davis fuel station,-121.7308426,38.54907410000001,Yolo,2,Mild Risk
Valero,-117.2266562,34.1288329,San Bernardino,1,Low Risk
Chevron,-117.23290459999998,34.135556099999995,San Bernardino,1,Low Risk
Unknown Name,-121.57160640000001,39.5203385,Butte,3,Medium Risk
Unknown Name,-121.5751818,39.480636499999996,Butte,3,Medium Risk
Browns Valley One Stop,-121.4134795,39.228532,Yuba,3,Medium Risk
Victoria Gas,-117.22658759999999,34.1215356,San Bernardino,1,Low Risk
Circle K,-117.21271440000001,34.1353745,San Bernardino,1,Low Risk
Unknown Name,-120.23908190000002,37.97129810000001,Calaveras,1,Low Risk
Chevron,-121.97172090000001,37.3204734,Santa Clara,3,Medium Risk
Unknown Name,-124.1305572,40.2444192,Mendocino,2,Mild Risk
Unknown Name,-120.52667009999999,38.046057,Calaveras,1,Low Risk
Unknown Name,-120.5418406,38.0719395,Calaveras,1,Low Risk
Unknown Name,-120.5468497,38.07557120000001,Calaveras,1,Low Risk
Unknown Name,-120.54736869999999,38.07578970000001,Calaveras,1,Low Risk
Unknown Name,-120.6762636,38.1922906,Calaveras,1,Low Risk
Unknown Name,-120.6750432,38.1912714,Calaveras,1,Low Risk
Unknown Name,-120.6827062,38.1965625,Calaveras,1,Low Risk
Unknown Name,-120.68872649999999,38.199576799999996,Calaveras,1,Low Risk
Unknown Name,-120.69282620000001,38.19925,Calaveras,1,Low Risk
Arco,-117.335131,34.1623955,San Bernardino,1,Low Risk
Canyon Auto Service,-122.2601588,37.472268400000004,San Mateo,1,Low Risk
Unknown Name,-122.7250894,38.4602792,Sonoma,2,Mild Risk
Unknown Name,-121.91805659999999,41.9643067,Shasta,1,Low Risk
Shell,-122.5693567,38.111114799999996,Marin,1,Low Risk
Unknown Name,-121.2247145,38.7881849,Sacramento,3,Medium Risk
Shell,-122.2545727,38.1101838,Contra Costa,2,Mild Risk
Sinclair,-122.2544626,38.109288799999995,Contra Costa,2,Mild Risk
Valero,-122.25456570000001,38.109795299999995,Contra Costa,2,Mild Risk
Exxon,-122.254903,38.097306599999996,Contra Costa,2,Mild Risk
Benton Station,-118.4772269,37.818518299999994,Mono,1,Low Risk
Shell,-117.53576909999998,34.1355782,San Bernardino,3,Medium Risk
Chevron,-122.23340619999999,38.078044399999996,Contra Costa,2,Mild Risk
Shell,-117.8500524,33.7270301,Orange,3,Medium Risk
Shell,-117.6017217,33.879539799999996,Riverside,3,Medium Risk
Arco,-121.0044071,37.6359951,Stanislaus,2,Mild Risk
Shell,-117.8474685,33.9681775,Los Angeles,3,Medium Risk
Shell,-118.49525590000002,35.12457929999999,Kern,0,
Shell,-117.2849598,33.917607700000005,Riverside,2,Mild Risk
Shell,-119.0276332,35.296141799999994,Kern,3,Medium Risk
Shell,-123.79533909999998,40.099095299999995,Mendocino,2,Mild Risk
Shell,-120.16479369999999,36.137211,Fresno,3,Medium Risk
Shell,-118.37055249999999,34.1936399,Los Angeles,3,Medium Risk
Arco,-122.2852535,37.994445299999995,Contra Costa,2,Mild Risk
Arco,-120.9381957,37.580573,Stanislaus,2,Mild Risk
Unknown Name,-121.7329108,36.480126500000004,Monterey,3,Medium Risk
Shell,-118.41345190000001,34.157787,Los Angeles,3,Medium Risk
Shell,-121.941805,37.7228722,Alameda,3,Medium Risk
gas walnut,-117.8865572,33.6917208,Orange,3,Medium Risk
Sierraville Service and Country Store,-120.36751609999999,39.58758579999999,Nevada,0,
Shell,-118.50308079999999,34.2209819,Los Angeles,3,Medium Risk
Shell,-120.88784540000002,37.5215849,Stanislaus,3,Medium Risk
Shell,-117.621599,34.0779422,San Bernardino,3,Medium Risk
Shell,-119.31344750000001,36.3061463,Tulare,2,Mild Risk
Shell,-122.2362149,37.4931439,San Mateo,1,Low Risk
Shell,-117.32209009999998,33.2449306,San Diego,3,Medium Risk
Shell,-118.9297635,35.398663299999996,Kern,3,Medium Risk
Shell,-121.4276515,38.47392670000001,Sacramento,3,Medium Risk
Arco,-118.8825135,34.2784302,Ventura,3,Medium Risk
Shell,-117.2792053,33.1895137,San Diego,3,Medium Risk
Shell,-121.336405,37.9644052,San Joaquin,3,Medium Risk
Valero,-121.49282209999998,38.5376281,Sacramento,3,Medium Risk
Chevron,-121.28717759999998,38.593267,Sacramento,3,Medium Risk
76,-118.12564679999998,33.7941717,Long Beach,3,Medium Risk
Arco,-118.14294129999999,33.7827701,Long Beach,3,Medium Risk
Shell,-118.1826242,33.7666243,Long Beach,3,Medium Risk
Chevron,-118.299931,34.174136100000005,Los Angeles,3,Medium Risk
Loves',-121.1415517,37.7552399,San Joaquin,3,Medium Risk
Chevron,-117.92082579999999,33.769565,Orange,3,Medium Risk
Arco,-117.920722,33.768995000000004,Orange,3,Medium Risk
Chevron,-117.6701132,35.6503571,Kern,0,
Unknown Name,-117.72950390000001,33.570105,Orange,3,Medium Risk
Stony Creek Gas,-118.8411237,36.6640494,Tulare,2,Mild Risk
Kwik Serv,-117.38218799999999,35.75547070000001,Kern,0,
Shell,-119.0516865,35.89197470000001,Tulare,2,Mild Risk
Unknown Name,-119.84385049999999,36.7715715,Fresno,1,Low Risk
Unknown Name,-119.75478740000001,36.7793294,Fresno,1,Low Risk
Unknown Name,-117.84140479999999,33.8881118,Orange,3,Medium Risk
Unknown Name,-119.8699625,36.8220045,Fresno,1,Low Risk
Fuel Good,-122.0070166,41.8278574,Shasta,1,Low Risk
76,-121.5034156,38.53712210000001,Sacramento,3,Medium Risk
Unknown Name,-119.8709723,36.7933375,Fresno,1,Low Risk
Unknown Name,-119.84669650000001,36.7785088,Fresno,1,Low Risk
Chevron,-122.0492164,37.549926899999996,Alameda,3,Medium Risk
Shell,-117.12383559999999,33.5908432,Riverside,3,Medium Risk
Valero,-122.257364,37.826053200000004,Alameda,3,Medium Risk
7-Eleven,-122.05157720000001,37.322457,Santa Clara,3,Medium Risk
Arco,-117.95859309999999,33.8394274,Orange,3,Medium Risk
Mobil,-117.51940819999999,33.8890984,Riverside,3,Medium Risk
Unknown Name,-117.52267379999999,33.8861214,Riverside,3,Medium Risk
Valero,-121.4980068,38.56331760000001,Sacramento,3,Medium Risk
7-Eleven,-117.168801,33.6411148,Riverside,3,Medium Risk
Unknown Name,-118.43669409999998,37.361075899999996,Mono,1,Low Risk
Unknown Name,-122.2200963,37.7751202,Alameda,3,Medium Risk
Unknown Name,-118.2224783,34.0841565,Los Angeles,3,Medium Risk
Unknown Name,-118.2224166,34.08357,Los Angeles,3,Medium Risk
Unknown Name,-118.2220652,34.083851,Los Angeles,3,Medium Risk
Unknown Name,-118.22283540000001,34.0838972,Los Angeles,3,Medium Risk
Shell,-122.2000267,37.7933627,Alameda,3,Medium Risk
76,-121.46846200000002,38.5664737,Sacramento,3,Medium Risk
Chevron,-119.1779834,34.1730802,Ventura,3,Medium Risk
Mobil,-121.977253,37.235548200000004,Santa Clara,3,Medium Risk
Unknown Name,-120.7047861,35.5503198,San Luis Obispo,2,Mild Risk
Velero,-120.670101,35.26879229999999,San Luis Obispo,2,Mild Risk
76,-121.4503196,38.510217600000004,Sacramento,3,Medium Risk
Valero,-121.4485098,38.51066470000001,Sacramento,3,Medium Risk
Unknown Name,-118.3947122,37.3576434,Mono,1,Low Risk
Unknown Name,-118.40190859999998,37.36116120000001,Mono,1,Low Risk
7-Eleven,-121.4382385,38.5468914,Sacramento,3,Medium Risk
Unknown Name,-121.1217862,37.638233299999996,Stanislaus,3,Medium Risk
Chevron,-121.4831562,38.4955645,Sacramento,3,Medium Risk
Valero,-121.47994150000001,38.4955559,Sacramento,3,Medium Risk
Chevron,-122.51123840000001,37.9024185,Marin,1,Low Risk
Shell Gas Station,-118.35331090000001,34.041037,Los Angeles,3,Medium Risk
Chevron,-116.50092,33.9470775,Riverside,2,Mild Risk
Chevron,-121.46659620000001,38.5721893,Sacramento,3,Medium Risk
Stop and Shop,-121.46312350000001,38.566479799999996,Sacramento,3,Medium Risk
Shell,-121.44926299999999,38.53919910000001,Sacramento,3,Medium Risk
Chevron,-121.44238259999999,38.525241799999996,Sacramento,3,Medium Risk
Jackson's Service Center,-120.64504170000001,40.41430310000001,Plumas,1,Low Risk
Renner,-124.07446110000001,41.5782146,Del Norte,2,Mild Risk
Arco,-118.37669040000002,33.9524102,Los Angeles,3,Medium Risk
Unknown Name,-118.3773248,33.9528641,Los Angeles,3,Medium Risk
Shell,-121.46422279999999,38.5252381,Sacramento,3,Medium Risk
Valero,-121.47147079999999,38.5246224,Sacramento,3,Medium Risk
El Gallo Petrol,-117.06624359999999,32.6054081,San Diego,3,Medium Risk
Unknown Name,-117.05173219999999,32.6004941,San Diego,3,Medium Risk
76,-121.82047920000001,39.76158770000001,Butte,3,Medium Risk
CNG,-117.4543277,33.9604525,Riverside,2,Mild Risk
